image_file,artifact_id,width,height,aspect_ratio,pixels
БП12-Г01-1016_orig.jpg,БП12-Г01-1016,1080,449,2.4053452115812917,484920
БП12-Г01-1017_orig.jpg,БП12-Г01-1017,794,1920,0.41354166666666664,1524480
БП12-Г01-1036_orig.jpg,БП12-Г01-1036,799,1920,0.4161458333333333,1534080
БП12-Г01-1697_orig.jpg,БП12-Г01-1697,1080,1347,0.8017817371937639,1454760
БП12-Г01-1713_orig.jpg,БП12-Г01-1713,1080,728,1.4835164835164836,786240
БП12-Г01-1956_orig.jpg,БП12-Г01-1956,1080,645,1.6744186046511629,696600
БП12-Г01-1974_orig.jpg,БП12-Г01-1974,1080,1444,0.7479224376731302,1559520
БП12-Г01-1985_orig.jpg,БП12-Г01-1985,974,1920,0.5072916666666667,1870080
БП12-Г01-2474_orig.jpg,БП12-Г01-2474,834,1920,0.434375,1601280
БП12-Г01-2475_orig.jpg,БП12-Г01-2475,1080,319,3.385579937304075,344520
БП12-Г01-2476_orig.jpg,БП12-Г01-2476,1080,738,1.4634146341463414,797040
БП12-Г01-3217_orig.jpg,БП12-Г01-3217,1080,1004,1.0756972111553784,1084320
БП12-Г01-3218_orig.jpg,БП12-Г01-3218,960,1920,0.5,1843200
БП12-Г01-3220_orig.jpg,БП12-Г01-3220,1080,1407,0.767590618336887,1519560
БП12-Г01-3239_orig.jpg,БП12-Г01-3239,1080,1509,0.7157057654075547,1629720
БП12-Г01-3414_orig.jpg,БП12-Г01-3414,1080,1656,0.6521739130434783,1788480
БП12-Г01-3416_orig.jpg,БП12-Г01-3416,1003,1920,0.5223958333333333,1925760
БП12-Г01-3461_orig.jpg,БП12-Г01-3461,885,1920,0.4609375,1699200
БП12-Г01-3462_orig.jpg,БП12-Г01-3462,844,1920,0.4395833333333333,1620480
БП12-Г01-3511_orig.jpg,БП12-Г01-3511,1080,1566,0.6896551724137931,1691280
БП12-Г01-3577_orig.jpg,БП12-Г01-3577,1080,1882,0.5738575982996812,2032560
БП12-Г01-4902_orig.jpg,БП12-Г01-4902,694,1920,0.3614583333333333,1332480
БП12-Г01-4903_orig.jpg,БП12-Г01-4903,1080,1698,0.6360424028268551,1833840
БП12-Г01-5688_orig.jpg,БП12-Г01-5688,1080,935,1.1550802139037433,1009800
БП12-Г01-5772_orig.jpg,БП12-Г01-5772,1080,393,2.7480916030534353,424440
БП12-Г01-5843_orig.jpg,БП12-Г01-5843,1080,1903,0.5675249605885444,2055240
БП12-Г01-5844_orig.jpg,БП12-Г01-5844,1067,1920,0.5557291666666667,2048640
БП12-Г01-5845_orig.jpg,БП12-Г01-5845,789,1920,0.4109375,1514880
БП12-Г01-5990_orig.jpg,БП12-Г01-5990,828,1920,0.43125,1589760
БП12-Г01-6186_orig.jpg,БП12-Г01-6186,1080,1764,0.6122448979591837,1905120
БП12-Г01-6214_orig.jpg,БП12-Г01-6214,869,1920,0.45260416666666664,1668480
БП12-Г01-6335_orig.jpg,БП12-Г01-6335,1080,598,1.806020066889632,645840
БП12-Г01-6336_orig.jpg,БП12-Г01-6336,704,1920,0.36666666666666664,1351680
БП12-Г01-6521_orig.jpg,БП12-Г01-6521,1080,1799,0.6003335186214563,1942920
БП12-Г01-6522_orig.jpg,БП12-Г01-6522,1080,1867,0.578468130690948,2016360
БП12-Г01-6523_orig.jpg,БП12-Г01-6523,847,1920,0.44114583333333335,1626240
БП12-Г01-6524_orig.jpg,БП12-Г01-6524,1080,1795,0.6016713091922006,1938600
БП12-Г01-6525_orig.jpg,БП12-Г01-6525,896,1920,0.4666666666666667,1720320
БП12-Г01-6538_orig.jpg,БП12-Г01-6538,769,1920,0.4005208333333333,1476480
БП12-Г01-6540_orig.jpg,БП12-Г01-6540,836,1920,0.4354166666666667,1605120
